HOLE-ID,FROM_M,TO_M,CODE_IE
4801,75.28,76.50,CIS
4801,77.72,78.02,CIS
4802,154.68,155.69,CIS
4802,168.85,169.31,CIS
4802,181.81,182.17,CIS
4803,64.00,66.14,CIS
4803,141.21,143.25,CIS
4807,52.73,55.22,CIS
4807,79.73,81.38,CIS
4808,42.33,43.58,CIS
4808,73.15,73.76,CIS
4809,67.66,68.12,CIS
4811,56.69,56.99,CIS
4811,62.05,62.17,CIS
4811,67.51,72.72,CIS
4811,85.95,86.50,CIS
4811,90.52,90.83,CIS
4817,160.62,161.08,CIS
4817,164.59,165.81,CIS
4817,172.51,173.88,CIS
4818,5.18,5.79,CIS
4818,6.09,7.92,CIS
4824,20.26,20.63,CIS
4825,20.72,22.95,CIS
4825,23.46,23.59,CIS
4825,28.95,36.11,CIS
4827,29.10,29.56,CIS
4827,34.44,37.79,CIS
4836,16.91,17.37,CIS
4836,28.34,28.95,FAI
4839,13.41,13.83,CIS
4839,49.37,50.74,CIS
4839,52.42,53.79,CIS
4840,0.00,3.35,CIS
4840,23.62,24.23,CIS
4840,55.16,56.38,CIS
4846,3.04,3.81,CIS
4846,7.01,8.07,CIS
4846,11.43,12.49,CIS
4847,6.55,8.53,CIS
4848,2.52,3.35,CIS
4848,4.72,8.83,CIS
4849,4.26,5.94,CIS
4849,6.55,7.16,CIS
4852,1.58,1.82,CIS
4852,9.75,12.95,CIS
4852,25.45,27.12,CIS
4854,1.37,2.59,CIS
4854,16.15,17.37,CIS
4855,1.21,1.82,CIS
4855,8.07,8.74,CIS
4856,32.61,33.98,CIS
4857,0.30,1.34,CIS
4857,34.13,35.66,CIS
4857,69.95,75.28,CIS
4857,97.23,98.14,CIS
4857,130.75,131.36,CIS
4857,134.05,135.02,CIS
4864,1.67,5.94,CIS
4864,40.08,42.36,CIS
4865,25.75,26.42,CIS
4865,113.38,115.82,CIS
4870,0.00,1.82,CIS
4870,101.19,101.49,CIS
4870,117.34,118.78,CIS
4870,155.75,156.36,CIS
4870,195.68,197.51,CIS
4874,16.45,18.28,CIS
4875,44.80,46.48,CIS
4875,53.03,55.77,CIS
4878,60.35,60.65,CIS
4879,1.67,2.13,CIS
4879,23.31,23.59,CIS
4879,34.74,35.20,CIS
4879,38.25,39.83,CIS
4880,1.98,2.74,CIS
4880,10.51,12.95,CIS
4880,68.88,69.79,CIS
4880,71.47,71.81,CIS
4880,108.50,108.69,CIS
4880,128.16,128.62,CIS
4880,133.35,133.65,CIS
4880,140.08,140.81,CIS
4880,181.66,182.11,CIS
4880,185.31,185.77,CIS
4880,192.17,193.24,CIS
4880,198.42,198.72,CIS
4880,204.21,205.58,CIS
4881,2.74,2.89,CIS
4881,3.35,3.65,CIS
4881,10.36,14.17,CIS
4881,66.59,69.18,CIS
4881,117.34,117.95,CIS
4881,131.52,132.28,CIS
4881,136.39,136.55,CIS
4881,152.40,152.58,CIS
4882,16.15,16.61,CIS
4882,17.67,18.28,CIS
4882,30.93,32.61,CIS
4882,36.27,36.88,CIS
4882,103.72,104.08,CIS
4882,104.42,105.46,CIS
4882,119.63,121.00,CIS
4882,126.94,128.62,CIS
4883,3.50,6.55,CIS
4884,7.62,9.11,CIS
4884,12.95,15.24,CIS
4885,12.64,15.08,CIS
4-88-T,242.31,243.53,CIS
4-88-T,246.27,247.49,CIS
4-88-T,461.31,461.92,CIS
4-88-T,657.14,658.06,CIS
4-88-T,776.93,788.51,CIS
4894,32.61,41.91,CIS
4896,27.12,27.73,CIS
4896,34.44,35.20,CIS
4897,1.82,3.65,CIS
4897,13.41,14.17,CIS
4897,26.15,27.12,CIS
4897,27.82,28.19,CIS
4897,34.29,34.59,CIS
4897,43.89,45.26,CIS
4899,25.60,26.67,CIS
4899,27.27,29.87,CIS
4900,32.91,33.00,CIS
4902,31.79,37.03,CIS
4913,1.82,5.02,CIS
4913,19.81,20.11,CIS
4913,21.18,22.58,CIS
4914,32.46,32.73,CIS
4914,43.89,44.31,CIS
4915,9.90,19.50,CIS
4915,29.41,30.02,CIS
4915,45.41,46.48,CIS
4916,45.72,50.59,CIS
4918,5.54,5.79,CIS
4918,24.68,28.95,CIS
4918,59.13,60.80,CIS
4919,1.06,1.52,CIS
4919,7.31,7.62,CIS
4919,29.93,30.23,CIS
4920,0.91,1.37,CIS
4920,40.08,45.72,CIS
4921,9.29,9.75,CIS
4921,14.17,14.32,CIS
4921,21.79,22.70,CIS
4921,56.84,62.48,CIS
4921,88.54,89.30,CIS
4921,97.38,97.99,CIS
4921,112.77,113.23,CIS
4921,122.52,122.86,CIS
4921,123.29,123.44,CIS
4921,133.19,134.41,CIS
4921,166.11,167.64,CIS
4921,176.02,177.24,CIS
4922,0.00,0.45,CIS
4922,41.14,41.75,CIS
4922,59.74,60.35,CIS
4922,61.87,62.48,CIS
4922,133.65,137.61,CIS
4923,1.82,2.43,CIS
4923,4.41,5.02,CIS
4923,10.21,11.43,CIS
4923,16.30,17.37,CIS
4927,20.42,21.03,CIS
4928,0.00,0.76,CIS
4928,2.28,4.02,CIS
4928,18.28,18.89,CIS
4929,1.00,3.01,CIS
4929,3.81,5.33,CIS
4929,20.42,21.33,CIS
4929,46.78,47.06,CIS
4931,58.67,59.43,CIS
4932,1.82,3.04,CIS
4933,13.25,15.39,CIS
4934,13.25,14.02,CIS
4934,14.93,15.11,CIS
4944,45.87,46.08,CIS
4944,46.32,47.09,CIS
4954,10.51,11.12,CIS
4954,16.15,16.76,CIS
4955,11.43,12.95,CIS
4955,27.12,27.37,CIS
4957,32.46,33.22,CIS
4967,53.09,53.34,FAI
4967,55.77,58.52,FAI
4974,13.89,14.29,CIS
4974,28.19,28.80,CIS
4974,32.00,32.61,CIS
4974,55.71,56.23,CIS
4975,9.60,10.82,CIS
4975,13.56,13.86,CIS
4975,29.62,29.96,CIS
4975,30.48,31.08,CIS
4975,44.19,44.59,CIS
4975,44.95,46.32,CIS
4976,11.73,17.37,CIS
4976,83.66,83.82,FAI
4980,5.33,5.60,CIS
4981,0.00,0.91,CIS
4981,98.14,98.60,CIS
4982,0.00,0.60,CIS
4982,22.18,22.28,CIS
4982,110.55,110.61,CIS
4982,110.64,110.67,CIS
4982,118.26,119.17,CIS
4982,139.14,140.05,CIS
4982,143.86,146.60,CIS
4982,202.69,202.99,CIS
4982,239.72,239.87,CIS
4984,13.41,19.69,CIS
4984,21.64,22.25,CIS
4984,22.70,23.16,CIS
4984,26.82,28.95,CIS
4984,32.00,35.05,CIS
4985,28.95,29.87,CIS
4990,120.39,121.61,CIS
4991,44.19,44.50,CIS
4991,76.04,84.58,CIS
4994,42.21,43.28,CIS
4994,46.63,47.48,CIS
4995,45.11,45.72,CIS
4995,57.60,58.67,CIS
4997,29.07,29.56,CIS
4997,60.50,61.72,CIS
4997,107.28,108.50,CIS
4997,122.37,122.52,CIS
4999,39.25,39.86,CIS
5000,45.72,46.93,CIS
5000,50.13,53.64,CIS
5003,33.83,34.13,CIS
5003,34.44,35.66,CIS
5003,43.89,44.80,CIS
5003,48.03,48.61,CIS
5004,30.32,31.69,CIS
5004,43.89,43.98,CIS
5012,7.62,8.68,CIS
5013,14.93,15.30,CIS
5013,15.45,16.45,CIS
5015,0.00,1.52,CIS
5015,10.05,10.36,CIS
5019,15.08,22.37,CIS
5030,2.28,3.81,CIS
5052,0.00,0.15,CIS
5052,7.92,8.22,CIS
5052,9.63,9.75,CIS
5052,18.89,19.20,CIS
5052,49.68,50.13,CIS
5053,4.11,9.90,CIS
5053,20.72,21.64,CIS
5053,46.63,47.85,CIS
5059,13.56,23.62,CIS
5060,13.41,14.32,CIS
5060,18.59,19.05,CIS
5068,12.64,13.47,CIS
5069,25.45,26.21,CIS
5070,6.24,7.16,CIS
5070,8.83,9.44,CIS
5079,37.18,37.49,CIS
5079,42.06,43.46,CIS
5079,44.13,45.11,CIS
5080,35.17,36.11,CIS
5080,39.56,40.84,CIS
5080,42.18,42.97,CIS
5080,43.98,44.50,CIS
5082,26.45,28.04,CIS
5082,39.01,39.62,CIS
5083,32.30,34.74,CIS
5084,26.82,28.49,CIS
5085,22.40,23.46,CIS
5085,33.98,34.44,CIS
5087,0.91,1.52,CIS
5087,8.68,8.90,CIS
5087,20.57,23.46,CIS
5087,24.68,24.84,CIS
5088,0.60,1.15,FAI
5088,38.92,39.01,CIS
5088,39.86,40.23,CIS
5088,41.75,42.51,CIS
5089,44.34,47.09,CIS
5089,48.15,48.76,CIS
5089,76.50,78.18,CIS
5095,43.12,43.58,CIS
5096,31.08,32.61,CIS
5098,2.74,3.59,CIS
5098,24.84,27.95,CIS
5101,21.18,22.86,CIS
5101,32.30,32.82,CIS
5101,34.19,34.74,CIS
5102,27.73,28.19,CIS
5103,21.03,21.39,CIS
5103,22.55,22.89,CIS
5103,39.62,40.08,CIS
5104,19.65,20.87,CIS
5105,21.03,21.57,CIS
5105,32.76,35.96,CIS
5110,14.17,14.47,CIS
5111,25.90,26.36,CIS
5111,55.16,55.96,CIS
5111,60.35,62.02,CIS
5111,130.30,135.33,CIS
5111,136.70,137.00,CIS
5123,1.06,7.46,CIS
5126,6.40,6.70,CIS
5126,12.03,13.41,CIS
5127,44.34,44.95,CIS
5127,56.69,56.99,CIS
5131,0.00,0.60,CIS
5131,3.96,4.57,CIS
5132,38.10,38.70,CIS
5133,64.31,64.61,CIS
5133,206.80,207.26,CIS
5134,1.21,5.94,CIS
5134,10.66,11.58,CIS
5134,13.41,13.71,CIS
5134,21.33,22.09,CIS
5136,0.60,1.06,CIS
5136,31.69,32.91,CIS
5141,0.00,10.36,CIS
5142,33.83,35.66,CIS
5143,0.00,0.91,CIS
5144,2.22,2.74,CIS
5144,37.94,39.95,CIS
5145,24.38,25.02,CIS
5145,29.71,29.87,CIS
5146,11.12,13.10,CIS
5146,22.86,29.29,CIS
5147,3.96,15.24,CIS
5147,23.71,25.60,CIS
5151,22.25,24.44,CIS
5151,35.96,37.79,CIS
5152,12.49,12.80,CIS
5152,17.37,18.44,CIS
5152,18.89,19.11,CIS
5152,35.66,35.96,CIS
5153,5.79,7.62,CIS
5153,10.85,11.33,CIS
5153,23.31,23.92,CIS
5153,26.36,28.34,CIS
5157,2.86,3.65,CIS
5157,32.79,33.98,CIS
5160,19.65,24.23,CIS
5165,0.00,0.30,CIS
5165,20.72,25.60,CIS
5165,43.58,45.87,CIS
5166,24.68,25.05,CIS
5166,26.51,28.04,CIS
5166,30.17,30.48,CIS
5166,34.74,35.50,CIS
5166,42.67,42.97,CIS
5166,49.98,51.20,CIS
5166,52.88,53.03,CIS
5171,7.01,8.68,CIS
5178,49.98,50.44,CIS
5179,42.21,43.37,CIS
5179,57.30,57.75,CIS
5181,38.10,38.70,CIS
5182,36.27,36.75,CIS
5184,9.90,10.54,CIS
5186,0.60,0.73,CIS
5186,4.51,4.81,CIS
5186,6.82,7.13,CIS
5186,14.17,18.13,CIS
5187,0.60,1.82,CIS
5187,5.33,6.40,CIS
5187,11.58,12.95,CIS
5187,18.22,18.83,CIS
5187,20.45,24.84,CIS
5188,0.60,12.10,CIS
5188,28.95,34.44,CIS
5198,1.52,2.25,CIS
5201,48.00,49.07,CIS
5201,52.42,52.73,CIS
5202,8.68,10.66,CIS
5202,14.02,16.45,CIS
5202,30.02,31.39,CIS
5204,19.65,21.03,CIS
5204,26.21,26.73,CIS
5205,16.30,21.94,CIS
5205,23.92,24.87,CIS
5207,3.50,4.41,CIS
5207,11.43,12.64,CIS
5207,16.61,20.87,CIS
5208,10.21,10.66,CIS
5208,11.27,12.80,CIS
5209,14.02,14.47,CIS
5212,7.16,7.62,CIS
5212,13.86,15.69,CIS
5213,12.64,13.41,CIS
5213,19.50,20.11,CIS
5214,0.60,1.82,CIS
5214,25.29,25.90,CIS
5215,15.24,16.36,CIS
5215,20.26,20.90,CIS
5216,24.84,25.45,CIS
5216,26.82,29.10,CIS
5218,9.60,10.36,CIS
5218,23.71,26.73,CIS
5218,35.05,36.27,CIS
5218,86.71,88.36,CIS
5219,24.56,31.54,CIS
5219,95.55,97.65,CIS
5219,178.30,178.91,CIS
5219,189.89,190.80,CIS
5220,19.65,20.87,CIS
5220,23.62,23.86,CIS
5220,37.18,37.49,CIS
5220,56.99,57.60,CIS
5221,25.90,26.85,CIS
5221,27.82,29.41,CIS
5222,5.02,7.92,CIS
5222,94.48,98.29,CIS
5222,103.63,104.60,CIS
5223,5.63,6.70,CIS
5223,95.64,96.31,CIS
5225,6.70,7.62,CIS
5225,16.00,16.45,CIS
5225,28.04,29.41,CIS
5227,16.45,17.06,CIS
5230,0.60,3.20,CIS
5230,11.58,12.19,CIS
5230,19.20,20.26,CIS
5230,20.72,30.48,CIS
5231,0.60,1.12,CIS
5231,1.21,2.28,CIS
5231,15.84,16.30,CIS
5231,22.09,22.15,CIS
5231,26.36,26.51,CIS
5231,30.78,30.96,CIS
5231,33.22,33.98,CIS
5231,38.49,38.55,CIS
5232,3.65,3.96,CIS
5232,11.58,12.19,CIS
5232,14.93,15.33,CIS
5232,21.94,23.16,CIS
5232,28.34,38.40,CIS
5233,77.72,79.24,CIS
5233,81.07,81.53,CIS
5233,106.68,107.44,CIS
5233,109.42,110.03,CIS
5233,129.23,129.99,CIS
5234,37.49,38.70,CIS
5234,111.40,113.08,CIS
5234,116.43,117.04,CIS
5235,46.02,49.46,CIS
5246,43.12,43.58,CIS
5246,50.13,50.59,CIS
5247,40.23,40.69,CIS
5247,51.20,51.81,CIS
5248,41.45,42.06,CIS
5251,64.00,67.36,CIS
5251,163.52,173.12,CIS
5251,193.48,194.46,CIS
5251,225.85,226.13,CIS
5251,240.03,240.18,CIS
5251,241.40,241.70,CIS
5252,3.04,3.16,CIS
5252,5.63,6.40,CIS
5252,31.33,31.69,CIS
5252,33.98,34.44,CIS
5252,59.89,68.58,CIS
5252,75.13,99.06,CIS
5252,102.10,106.68,CIS
5252,111.86,118.41,CIS
5253,16.15,17.00,CIS
5254,95.55,96.01,CIS
5254,102.41,102.50,CIS
5254,104.08,104.15,CIS
5254,161.39,162.30,CIS
5255,16.15,19.05,CIS
5255,34.89,35.26,CIS
5255,64.77,65.22,CIS
5255,67.66,71.47,CIS
5256,0.60,1.06,CIS
5256,6.85,9.29,CIS
5256,34.59,35.05,CIS
5256,38.40,39.01,CIS
5267,0.91,3.50,CIS
5267,31.39,32.30,CIS
5267,35.96,37.79,CIS
5267,128.32,130.85,CIS
5267,163.67,163.98,CIS
5268,2.13,2.43,CIS
5268,123.74,124.05,CIS
5268,159.86,180.28,CIS
5268,181.05,182.88,CIS
5271,23.92,32.76,CIS
5271,35.96,36.27,CIS
5271,37.06,37.79,CIS
5272,32.76,34.29,FAI
5272,40.38,41.30,CIS
5279,6.55,7.46,CIS
5280,69.49,70.40,CIS
5282,38.10,39.01,CIS
5282,69.03,69.34,CIS
5282,80.77,81.07,CIS
5282,95.40,95.95,CIS
5282,127.49,128.93,CIS
5282,129.23,129.99,CIS
5282,135.17,135.48,CIS
5282,137.46,142.03,CIS
5282,153.31,153.61,CIS
5282,177.54,178.15,CIS
5282,180.13,181.35,CIS
5283,9.90,10.51,CIS
5284,20.93,21.79,CIS
5284,42.82,46.17,CIS
5284,125.73,133.19,CIS
5284,171.60,175.26,CIS
5292,0.60,4.26,CIS
5292,7.13,16.30,CIS
5292,62.17,63.24,CIS
5292,80.10,81.53,CIS
5292,145.54,147.30,CIS
5292,164.37,165.50,CIS
5294,3.35,10.05,CIS
5294,28.59,28.62,CIS
5295,17.67,24.99,CIS
5297,21.33,22.25,CIS
5298,0.76,1.21,CIS
5298,3.96,6.09,CIS
5304,3.96,4.05,CIS
5304,8.53,13.25,CIS
5304,29.65,29.68,CIS
5304,30.66,30.69,CIS
5304,38.86,40.35,CIS
5304,40.35,40.38,FAI
5305,0.60,2.13,CIS
5305,3.20,3.50,CIS
5305,6.70,7.31,CIS
5305,7.77,9.29,CIS
5305,31.79,32.55,CIS
5310,8.07,9.29,CIS
5310,27.43,29.93,CIS
5311,71.62,71.99,CIS
5311,83.05,83.36,CIS
5311,113.84,114.75,CIS
5311,133.65,133.95,CIS
5311,158.95,159.86,CIS
5311,167.33,169.77,CIS
5311,177.08,177.54,CIS
5311,181.81,182.11,CIS
5311,182.57,182.88,CIS
5312,4.26,4.87,CIS
5312,29.56,29.87,CIS
5313,0.00,0.45,CIS
5313,10.21,10.66,CIS
5313,73.91,74.37,CIS
5313,97.23,97.84,CIS
5313,119.32,119.78,CIS
5315,72.23,72.39,CIS
5315,88.69,89.30,CIS
5315,98.90,100.58,CIS
5315,112.77,113.23,CIS
5315,115.82,116.28,CIS
5316,30.93,31.85,CIS
5316,54.55,55.62,CIS
5323,23.46,23.92,CIS
5324,12.95,17.98,CIS
5324,19.05,19.50,CIS
5325,16.91,17.37,CIS
5325,17.83,18.28,CIS
5330,0.00,0.64,CIS
5330,39.16,39.47,CIS
5331,6.24,6.85,CIS
5331,29.26,29.71,CIS
5331,30.32,31.08,CIS
5332,7.01,7.62,CIS
5332,13.41,14.02,CIS
5337,67.36,67.54,CIS
5337,77.72,115.82,CIS
5340,8.99,10.51,CIS
5340,77.87,78.94,CIS
5340,120.54,122.68,CIS
5341,4.41,5.33,CIS
5342,121.15,121.61,CIS
5351,23.92,24.23,CIS
5357,6.70,6.85,FAI
5360,0.00,3.65,CIS
5360,7.16,7.92,CIS
5360,13.56,14.93,CIS
5360,23.22,23.46,CIS
5360,38.86,39.77,CIS
5360,47.24,47.33,CIS
5360,47.39,49.89,CIS
5361,12.07,12.10,CIS
5361,16.45,17.28,CIS
5361,23.46,23.77,CIS
5361,34.93,35.35,CIS
5361,37.18,37.79,CIS
5361,39.31,40.23,CIS
5364,10.51,15.24,CIS
5365,10.82,11.18,CIS
5365,13.62,13.71,CIS
5368,5.33,5.94,CIS
5368,7.92,11.12,CIS
5371,13.86,14.93,CIS
5371,28.04,28.34,CIS
5372,10.05,11.88,CIS
5372,27.27,27.88,CIS
5373,25.14,26.51,CIS
5373,87.02,88.69,CIS
5373,91.13,91.74,CIS
5381,1.82,2.59,CIS
5381,59.58,61.56,CIS
5381,72.23,72.69,CIS
5381,78.33,82.29,CIS
5381,87.47,88.08,CIS
5382,88.39,89.45,CIS
5382,97.99,99.97,CIS
5382,110.73,112.01,CIS
5383,12.03,13.25,CIS
5383,23.31,25.75,CIS
5383,45.72,46.93,CIS
5384,10.36,11.27,CIS
5385,4.60,7.01,CIS
5390,24.01,30.48,CIS
5395,1.98,2.89,CIS
5395,15.84,19.81,CIS
5404,23.31,24.84,CIS
5404,40.08,41.30,CIS
5404,45.11,45.56,CIS
5404,47.70,48.92,CIS
5405,0.60,1.52,CIS
5405,28.34,29.26,CIS
5405,33.07,33.37,CIS
5405,36.42,37.03,CIS
5405,52.42,60.04,CIS
5405,61.41,63.55,CIS
5411,11.58,12.49,CIS
5415,30.48,30.93,CIS
5419,2.74,4.41,CIS
5419,19.05,19.14,CIS
5420,14.63,15.24,CIS
5420,18.13,19.20,CIS
5421,4.57,10.36,CIS
5422,69.67,71.32,CIS
5426,6.30,11.27,CIS
5426,15.05,15.08,CIS
5426,17.37,17.67,CIS
5426,22.25,22.40,CIS
5427,0.60,3.65,CIS
5427,6.24,9.29,CIS
5427,19.20,19.65,CIS
5428,6.70,9.50,CIS
5428,13.25,14.78,CIS
5429,5.02,5.48,CIS
5429,20.87,23.62,CIS
5429,45.87,46.63,CIS
5429,48.31,49.07,CIS
5429,58.67,59.74,CIS
5430,0.60,1.52,CIS
5430,5.79,7.77,CIS
5431,1.82,2.28,CIS
5431,6.55,7.16,CIS
5431,15.24,21.33,CIS
5433,20.11,21.03,CIS
5433,47.85,48.46,CIS
5434,0.91,3.35,CIS
5434,6.76,7.31,CIS
5435,3.81,4.57,CIS
5435,29.10,32.61,CIS
5435,37.79,38.10,CIS
5436,3.20,3.50,CIS
5437,35.96,37.94,CIS
5441,6.40,7.46,CIS
5441,11.43,12.03,CIS
5442,4.72,5.94,CIS
5443,12.80,14.53,CIS
5443,29.10,29.62,CIS
5443,36.39,36.75,CIS
5443,39.62,40.59,CIS
5444,23.01,24.23,CIS
5445,5.18,6.85,CIS
5445,25.60,26.67,CIS
5447,27.12,27.88,CIS
5447,52.88,53.49,CIS
5454,0.60,3.96,CIS
5455,6.09,6.55,CIS
5455,25.14,28.49,CIS
5455,43.22,43.55,CIS
5455,58.67,60.35,CIS
5456,15.24,16.00,CIS
5456,33.68,36.27,CIS
5457,36.72,37.12,CIS
5457,39.16,40.23,CIS
5458,12.64,18.83,CIS
5459,28.80,29.71,CIS
5462,26.82,27.73,CIS
5465,5.48,5.94,CIS
5465,10.66,12.34,CIS
5466,1.67,3.35,CIS
5466,5.48,6.40,CIS
5469,1.21,2.28,CIS
5470,62.94,66.44,CIS
5470,80.16,85.64,CIS
5477,2.59,2.89,CIS
5477,6.55,6.85,CIS
5478,11.03,11.73,CIS
5478,13.71,14.47,CIS
5479,15.02,15.84,CIS
5480,92.59,95.09,CIS
5480,103.32,103.63,CIS
5480,105.46,105.76,CIS
5480,154.53,156.66,CIS
5482,0.60,2.83,CIS
5484,11.27,13.25,CIS
5485,96.31,98.14,CIS
5485,111.09,111.70,CIS
5486,86.86,87.47,CIS
5486,99.21,99.82,CIS
5486,153.00,153.92,CIS
5487,24.99,25.45,CIS
5487,33.83,33.98,CIS
5488,5.48,5.94,CIS
5489,7.31,8.07,CIS
5489,12.49,13.25,CIS
5490,0.60,3.65,CIS
5490,5.48,7.01,CIS
5490,14.93,17.37,CIS
5491,58.21,58.82,CIS
5492,5.79,14.32,CIS
5492,16.91,17.76,CIS
5493,15.24,25.29,CIS
5498,34.29,34.74,CIS
5499,34.44,34.96,CIS
5499,38.55,39.01,CIS
5500,49.07,49.37,CIS
5501,5.94,6.70,CIS
5501,28.04,30.48,CIS
5502,11.88,13.25,CIS
5503,17.67,21.79,CIS
5505,5.91,10.05,CIS
5506,15.84,28.34,CIS
5507,18.74,18.89,CIS
5510,0.70,0.79,CIS
5510,22.86,31.08,CIS
5511,14.41,14.47,CIS
5511,17.22,17.83,CIS
5511,18.59,20.26,CIS
5511,21.94,24.07,CIS
5511,24.23,24.44,CIS
5511,24.99,25.54,CIS
5512,17.92,17.95,CIS
5512,23.62,28.49,CIS
5518,23.31,24.07,CIS
5518,30.32,30.93,CIS
5519,32.00,32.91,CIS
5523,44.04,47.30,CIS
5523,75.13,75.59,CIS
5524,59.74,60.19,CIS
5524,69.79,70.56,CIS
5527,4.87,5.33,CIS
5527,13.71,13.86,CIS
5527,57.91,58.21,CIS
5527,86.86,87.32,CIS
5527,134.44,139.75,CIS
5527,140.66,141.27,CIS
5528,4.72,5.69,CIS
5528,30.02,30.63,CIS
5528,42.67,46.63,CIS
5528,60.13,60.19,CIS
5528,75.43,75.59,CIS
5528,101.49,104.11,CIS
5528,124.66,125.57,CIS
5528,157.58,158.64,CIS
5528,171.66,172.36,CIS
5529,15.39,17.37,CIS
5530,82.38,83.60,CIS
5532,35.35,35.96,CIS
5533,12.52,16.15,CIS
5533,28.95,32.91,CIS
5533,35.96,48.00,CIS
5536,14.93,16.24,CIS
5536,20.42,20.72,CIS
5537,1.82,2.43,CIS
5537,10.05,10.66,CIS
5537,21.79,22.25,CIS
5540,13.01,13.22,CIS
5540,17.06,17.37,CIS
5540,17.83,21.18,CIS
5540,23.01,23.83,CIS
5540,33.37,34.13,CIS
5541,12.80,13.25,CIS
5541,15.08,15.45,CIS
5541,22.25,24.07,CIS
5542,7.65,18.74,CIS
5542,26.67,29.10,CIS
5545,10.36,10.82,CIS
5545,12.64,13.25,CIS
5546,3.96,4.14,CIS
5546,17.09,17.67,CIS
5547,19.65,20.26,CIS
5547,44.65,45.26,CIS
5547,59.13,60.04,CIS
5547,97.68,98.02,CIS
5547,130.60,130.91,CIS
5547,163.06,163.37,CIS
5553,0.60,1.82,CIS
5554,0.60,7.62,CIS
5554,9.60,10.57,CIS
5554,12.95,15.24,CIS
5556,32.15,32.46,CIS
5557,7.16,11.73,CIS
5557,27.34,27.73,CIS
5559,18.13,19.05,CIS
5560,37.03,38.10,CIS
5561,42.67,43.28,CIS
5565,0.00,1.21,CIS
5566,44.80,47.09,CIS
5566,87.17,87.41,CIS
5567,4.87,5.85,CIS
5568,1.21,1.82,CIS
5568,15.08,18.89,CIS
5568,19.81,21.03,CIS
5570,9.14,9.63,CIS
5570,11.43,12.19,CIS
5570,28.65,29.71,CIS
5572,0.30,0.60,CIS
5573,1.21,2.13,CIS
5576,44.65,45.11,CIS
5577,7.62,8.83,CIS
5578,21.64,22.86,CIS
5578,31.69,32.61,CIS
5579,47.24,54.40,CIS
5580,58.00,60.04,CIS
5580,61.56,62.48,CIS
5592,10.82,15.54,CIS
5592,23.92,24.53,CIS
5595,12.34,12.95,CIS
5596,0.60,2.43,CIS
5596,19.05,19.35,CIS
5596,26.82,29.41,CIS
5596,32.06,38.10,CIS
5600,17.52,21.64,CIS
5600,52.73,53.64,CIS
5600,55.16,55.62,CIS
5620,4.87,5.02,CIS
5622,71.32,72.54,CIS
5622,126.79,127.71,CIS
5622,128.32,130.14,CIS
5622,131.82,133.71,CIS
5623,11.73,12.19,CIS
5623,67.05,67.20,CIS
5623,83.91,84.36,CIS
5623,85.19,85.70,CIS
5623,124.51,126.33,CIS
5623,166.72,167.33,CIS
5624,0.00,0.76,CIS
5624,1.06,1.67,CIS
5624,69.49,70.25,CIS
5624,90.98,91.80,CIS
5624,131.06,131.52,CIS
5624,150.87,151.18,CIS
5631,79.70,80.46,CIS
5632,17.67,18.13,CIS
5638,1.12,3.50,CIS
5641,32.61,33.22,CIS
5642,9.60,11.73,CIS
5642,30.93,32.30,CIS
5642,41.69,44.80,CIS
5642,45.87,47.09,CIS
5643,17.52,17.83,CIS
5644,0.60,4.72,CIS
5644,7.01,7.31,CIS
5644,8.83,10.66,CIS
5644,29.41,35.81,CIS
5644,39.62,44.34,CIS
5646,7.71,8.93,CIS
5646,16.30,16.61,CIS
5646,33.83,34.44,CIS
5654,4.41,4.66,CIS
5654,12.64,13.71,CIS
5658,0.60,1.21,CIS
5658,38.40,40.23,CIS
5659,45.11,46.32,CIS
5660,20.87,21.48,CIS
5661,16.09,17.37,CIS
5661,37.18,38.10,CIS
5663,4.78,4.93,CIS
5668,21.79,22.40,CIS
5670,18.89,19.50,CIS
5670,53.94,54.55,CIS
5670,55.77,56.84,CIS
5670,60.31,60.35,CIS
5670,60.89,60.92,CIS
5670,61.05,61.17,CIS
5670,74.67,74.73,CIS
5670,88.84,90.37,CIS
5670,92.04,92.11,CIS
5672,4.41,4.72,CIS
5674,3.50,3.96,CIS
5674,47.09,48.00,CIS
5679,3.65,3.90,CIS
5685,43.89,45.72,CIS
5687,12.03,13.10,CIS
5687,28.19,31.69,CIS
5687,42.97,43.73,CIS
5689,60.04,60.35,FAI
5690,51.51,52.42,FAI
5693,14.32,14.78,CIS
5693,17.67,18.59,CIS
5696,1.61,3.65,CIS
5696,6.85,7.16,CIS
5697,1.15,6.55,CIS
5697,19.38,19.75,CIS
5697,19.87,19.96,CIS
5697,20.57,22.25,CIS
5697,25.60,28.19,CIS
5698,2.52,12.34,CIS
5698,27.52,29.71,CIS
5698,30.78,32.30,CIS
5698,33.07,38.55,CIS
5699,28.80,29.26,CIS
5699,42.36,44.04,CIS
5700,67.42,70.71,CIS
5701,40.84,42.06,CIS
5703,21.33,21.79,CIS
5704,0.30,1.06,CIS
5704,28.19,32.09,CIS
5711,0.00,1.52,CIS
5711,25.11,26.51,CIS
5711,29.87,30.78,CIS
5711,56.54,56.78,CIS
5711,78.33,78.57,CIS
5711,79.70,80.77,CIS
5711,81.99,82.60,CIS
5711,99.66,99.82,CIS
5711,111.55,112.77,CIS
5712,49.68,51.51,CIS
