HOLE-ID,LOC_UTMX,LOC_UTMY,LOC_UTMZ,AZ_UTM,DIP,LENGTH_M,NO_DATA,DOUBTFUL_C
18226,294253.71,5331029.03,320.42,2.31,-45.00,60.01,,
18227,294236.37,5331020.46,320.51,2.31,-45.00,92.65,,
18228,294236.12,5331111.55,314.00,182.31,-45.00,75.01,,
18229,294218.59,5331129.83,312.18,182.31,-45.00,54.01,,
1823,294964.08,5331056.22,20.77,190.81,-67.00,34.74,,
18230,294200.37,5331160.53,309.59,182.31,-65.00,54.01,,
18231,294199.63,5331131.76,311.02,182.31,-65.00,35.99,,
18232,294199.42,5331131.77,311.02,182.31,-45.00,69.00,,
18233,294181.47,5331138.35,311.29,182.31,-45.00,33.22,,
18234,294179.44,5331088.22,321.03,2.31,-45.00,42.00,,
18235,294816.86,5331118.15,-1322.10,2.31,77.00,57.91,,
18236,294830.62,5331120.33,-1322.33,2.31,77.00,56.38,,
18237,294844.22,5331119.60,-1322.00,2.31,90.00,39.62,,
18238,294871.47,5331127.79,-1321.86,2.31,77.00,56.69,,
18239,294883.37,5331129.61,-1321.07,2.31,90.00,13.71,,
1824,294964.06,5331055.93,20.96,186.83,-49.00,42.06,,
18240,294890.30,5331132.73,-1321.61,358.17,80.00,58.21,,
18241,294936.71,5331355.54,-1382.48,182.31,-34.00,49.68,,
18242,294962.84,5331352.94,-1381.99,182.31,-34.00,49.98,,
18243,294992.12,5331062.42,326.32,2.31,-45.00,76.99,,
18244,294995.01,5331097.78,326.46,2.31,-45.00,63.48,,
18245,294990.77,5331027.58,321.03,2.31,-45.00,74.00,,
18246,295029.11,5331061.35,326.27,2.31,-45.00,94.91,,
18247,295030.55,5331088.78,326.06,2.31,-45.00,49.98,No_Assay,
18248,295029.11,5331061.35,326.27,182.31,-45.00,55.99,,
18249,294599.09,5331035.98,315.72,2.31,-70.00,15.54,,
1825,294728.08,5331249.29,-170.05,361.31,-4.00,12.80,,
18250,295068.92,5331128.50,325.32,182.31,-45.00,61.99,,
18251,294990.77,5331027.58,321.03,182.31,-45.00,49.98,,
18252,295103.44,5331121.40,324.81,2.31,-45.00,91.98,,
18253,294742.06,5331100.76,-643.94,134.31,-60.00,5.48,No_Assay,
18254,294742.06,5331100.76,-643.94,134.31,-80.00,6.40,No_Both,
18255,294380.00,5331064.49,315.77,2.31,-45.00,75.01,,
18256,294625.51,5331032.26,315.26,182.31,-45.00,35.99,,
18257,294366.62,5331077.51,315.69,2.31,-62.00,54.01,,
18258,294347.35,5331071.88,316.04,2.31,-74.00,65.98,,
18259,294330.99,5331100.91,315.57,182.31,-45.00,75.01,,
1826,294728.48,5331249.21,-170.10,53.71,-5.75,37.79,,
18260,294270.19,5331091.20,315.77,182.31,-67.00,59.74,,
18261,294250.44,5331071.93,320.82,2.31,-60.00,44.98,,
18262,294231.29,5331094.79,321.58,2.31,-53.00,39.01,,
18263,294229.06,5331056.23,321.91,2.31,-50.00,56.99,,
18264,294212.99,5331094.71,322.94,2.31,-60.00,53.18,,
18265,294742.06,5331100.76,-643.94,2.31,-90.00,11.27,No_Both,
18266,294484.42,5331154.98,-1200.92,183.52,0.00,9.14,,
18267,294449.51,5331108.05,-1200.54,357.84,12.00,55.47,,
18268,294463.20,5331105.28,-1200.70,358.01,12.00,60.65,,
18269,294490.92,5331109.52,-1201.00,3.70,15.00,70.71,,
1827,294439.87,5331219.35,-15.47,186.44,0.00,107.04,,
18274,294149.51,5331138.61,313.54,182.31,-82.00,70.98,,
18275,294173.79,5331138.57,310.84,182.31,-85.00,52.42,,
18276,294166.40,5331117.15,312.28,182.31,-45.00,50.99,,
18277,294212.99,5331094.71,322.94,182.31,-56.00,54.01,,
18278,294186.89,5331152.29,309.63,182.31,-82.00,56.38,,
18279,294202.35,5331094.28,322.07,2.31,-67.00,42.21,,
1828,294467.47,5331214.51,-15.73,185.23,0.00,39.62,,
18280,294201.41,5331089.90,322.25,182.31,-80.00,54.01,,
18281,294792.33,5331163.52,-413.82,180.29,-28.00,69.79,,
18282RECON,294827.36,5331158.25,-413.84,182.31,-35.34,72.95,,
18283,294836.62,5331156.66,-413.55,185.68,-14.00,70.10,,
18284RECON,294850.09,5331154.46,-413.77,182.31,-21.55,64.00,No_Assay,
18285RECON,294850.10,5331154.68,-414.14,182.31,-35.38,73.15,,
18286,294859.57,5331162.14,-413.49,179.41,-11.00,73.15,,
18287,294873.39,5331161.92,-413.41,174.78,-16.00,79.55,,
18288,294660.98,5331010.48,-53.60,164.97,60.00,102.10,,
18289,294660.90,5331011.03,-53.27,182.31,88.00,94.18,,
1829,294482.74,5331208.01,-15.91,184.81,0.00,30.48,No_Litho,
18290,294619.51,5331014.88,-53.01,182.31,88.00,83.82,,
18291,295033.31,5331159.13,321.35,182.31,-45.00,62.51,,
18292,294381.57,5331110.15,314.65,182.31,-62.00,67.97,,
18295,294311.94,5331124.78,314.60,182.31,-48.00,44.01,,
18296,294317.51,5331088.37,315.91,182.31,-65.00,47.00,,
18297,294291.79,5331149.14,310.79,182.31,-45.00,48.00,,
18298,294286.38,5331052.42,318.42,2.31,-45.00,54.01,,
18299,294271.77,5331124.05,313.78,2.31,-45.00,69.00,,
183,294531.03,5331152.50,175.68,179.34,0.00,40.23,,
1830,294483.22,5331213.20,-15.81,3.81,0.00,37.49,No_Litho,
18300,294589.82,5331162.83,314.23,2.31,-80.00,44.01,,
18301,294589.82,5331162.83,314.23,182.31,-70.00,65.98,,
18302,294588.53,5331151.29,314.09,182.31,-60.00,54.01,,
18303,294588.71,5331140.52,314.04,182.31,-60.00,50.99,,
18304,294639.82,5331159.80,314.04,2.31,-62.00,60.01,,
18305,294639.69,5331156.45,314.04,182.31,-57.00,63.00,,
18306,294669.75,5331208.92,315.43,182.31,-70.00,69.00,,
18307,294672.11,5331188.79,315.69,182.31,-70.00,65.98,,
18308,294670.65,5331245.55,314.55,182.31,-70.00,75.01,,
18309,294712.58,5331194.47,316.18,2.31,-65.00,50.99,,
1831,294498.84,5331208.41,-16.00,183.31,0.00,15.24,No_Litho,
18310,294712.58,5331194.47,316.18,182.31,-68.00,56.99,,
18311,294715.13,5331179.11,316.63,182.31,-60.00,77.99,,
18312,294464.01,5331103.07,-1200.95,177.57,0.00,10.97,,
18313,294474.81,5331150.30,-1200.28,181.33,25.00,52.42,,
18314,294438.47,5331142.55,-1199.71,185.03,45.00,37.18,,
18315,294509.72,5331116.38,-1201.04,2.31,18.00,73.45,,
18319RECON,294639.58,5331040.62,-53.32,2.31,89.31,43.12,,
1832,294705.96,5331285.86,-54.60,2.31,-4.00,452.62,,
18320,294656.76,5331010.75,-53.36,17.34,66.00,49.07,,
18321RECON,294670.51,5331013.43,-53.30,2.31,79.87,48.76,No_Assay,
18322,294725.18,5331007.37,-54.01,11.86,44.00,36.57,,
18323,294748.57,5331006.19,-54.16,17.98,46.00,39.01,,
18324RECON,294771.55,5331022.77,-53.60,182.31,75.14,33.83,,
18325,294322.90,5331130.22,314.65,182.31,-58.00,44.98,,
18326,294322.49,5331120.17,314.65,182.31,-58.00,33.83,,
18327,294322.05,5331109.21,315.56,182.31,-58.00,33.98,,
18328,294300.17,5331132.39,314.40,182.31,-45.00,47.00,,
18329,294299.95,5331122.49,314.71,182.31,-45.00,46.63,,
1833,294507.56,5331067.32,22.97,180.44,36.27,49.46,,
18330,294273.39,5331145.34,310.75,182.31,-45.00,52.18,,
18331,294271.81,5331119.08,313.90,182.31,-45.00,46.51,,
18332,294438.52,5331142.36,-1200.23,185.70,20.00,37.49,,
18333,294935.16,5331328.19,-1383.06,357.51,-68.00,37.79,,
18334,294946.87,5331328.83,-1382.95,7.19,-58.00,32.91,,
18335,294962.17,5331326.90,-1382.92,9.82,-58.00,39.92,,
18336,294575.79,5331160.56,316.17,182.31,-45.00,56.99,,
18337,294625.51,5331032.26,315.26,2.31,-70.00,14.99,,
18338,294654.87,5331172.13,313.19,182.31,-45.00,69.00,,
18339,294811.44,5331166.55,316.83,182.31,-45.00,75.01,,
1834,294464.68,5331062.79,22.60,166.88,0.00,15.84,,
18340,294822.07,5331143.43,316.33,182.31,-45.00,60.01,,
18341,294840.41,5331152.78,316.35,182.31,-45.00,69.00,,
18342,294858.40,5331145.01,316.49,182.31,-45.00,63.00,,
18343,294902.52,5331133.89,316.96,182.31,-45.00,68.00,,
18344,294935.50,5331137.01,318.87,182.31,-55.00,77.99,,
18345,294888.19,5331185.47,316.96,182.31,-50.00,76.68,,
18346,294588.83,5331036.37,315.87,182.31,-75.00,29.68,,
18347,294588.83,5331036.37,315.87,2.31,-65.00,27.00,,
18348,294634.77,5331034.94,315.26,2.31,-45.00,13.50,,
18349,294634.77,5331034.94,315.26,2.31,-77.00,13.50,,
1835,294278.00,5331207.26,61.73,6.51,-4.95,44.95,,
18350,294634.77,5331034.94,315.26,182.31,-45.00,35.99,,
18351,294570.61,5331110.83,315.12,182.31,-64.00,49.01,,
18352,294572.79,5331101.35,315.17,182.31,-56.00,69.00,,
18353,294574.43,5331087.77,315.14,182.31,-56.00,55.47,,
18354,294603.86,5331098.93,315.30,2.31,-55.00,48.00,,
18355,294603.86,5331098.93,315.30,182.31,-52.00,56.99,,
18357,294873.89,5331190.08,316.76,182.31,-45.00,89.00,,
18358,294870.15,5331136.91,316.95,182.31,-65.00,63.00,,
18359,294870.50,5331098.64,316.97,182.31,-60.00,35.99,,
1836,294277.81,5331205.10,61.87,186.16,0.00,33.52,,
18360,294868.96,5331084.76,316.58,182.31,-45.00,42.00,,
18361,294944.37,5331222.89,319.00,182.31,-80.00,63.00,,
18362,295019.36,5331233.52,322.96,182.31,-80.00,62.48,,
18363,295040.76,5331236.38,319.69,2.31,-45.00,35.99,,
18364,294798.61,5331309.17,-1017.17,356.45,35.00,43.28,,
18365,294798.73,5331306.71,-1019.68,2.31,-90.00,26.21,,
18366,294665.59,5331161.84,314.54,182.31,-70.00,59.43,,
18367,294665.59,5331161.84,314.54,182.31,-45.00,55.99,,
18368,294663.62,5331122.32,315.88,182.31,-84.00,48.00,,
18369,294663.62,5331122.32,315.88,182.31,-58.00,49.98,,
1837,294414.14,5331209.88,-53.06,4.41,-5.68,179.37,,
18370,294622.80,5331105.40,315.45,2.31,-75.00,29.56,,
18371,294622.80,5331105.40,315.45,182.31,-75.00,33.00,,
18372,294622.80,5331105.40,315.45,182.31,-45.00,41.45,,
18373,294383.91,5331168.02,314.65,2.31,-58.00,69.00,,
18374,294383.91,5331168.02,314.65,182.31,-60.00,47.15,,
18375,294383.04,5331146.40,314.65,182.31,-70.00,59.13,,
18376,294365.62,5331168.15,314.65,182.31,-74.00,49.98,,
18377,294364.96,5331166.31,314.07,182.31,-45.00,63.00,,
18378,294351.24,5331174.65,312.44,182.31,-70.00,59.49,,
18379,294350.92,5331158.62,312.79,182.31,-45.00,47.00,,
1838,294413.60,5331205.45,-53.03,194.26,-1.05,106.07,,
18380,294332.11,5331155.05,312.15,2.31,-45.00,71.99,,
18381,294332.11,5331155.05,312.15,2.31,-70.00,48.00,,
18382,294331.12,5331135.07,314.03,182.31,-58.00,41.14,,
18383,294778.82,5331310.64,-1017.26,359.13,57.00,18.28,,
18384,294778.86,5331311.07,-1017.07,2.99,40.00,34.13,,
18385,294745.85,5331306.34,-1017.43,353.81,50.00,15.84,,
18386,294745.39,5331307.41,-1017.44,355.00,48.00,31.82,,
18387,294759.46,5331310.36,-1017.63,356.40,60.00,17.22,,
18388,294759.41,5331310.97,-1017.51,354.85,45.00,19.50,,
18389,294816.22,5331374.47,309.70,182.31,-65.00,84.00,,
1839,294523.68,5331242.79,-53.66,351.53,-4.82,167.64,No_Litho,
18390,294811.31,5331213.87,315.26,182.31,-70.00,66.99,,
18391,294830.55,5331179.60,316.19,182.31,-60.00,85.03,,
18392,294830.97,5331144.87,316.33,182.31,-64.00,96.01,,
18393,294830.71,5331130.82,316.51,182.31,-60.00,126.00,,
18394,294314.60,5331151.30,314.04,2.31,-55.00,122.98,,
18394A,294314.60,5331151.30,314.04,2.31,-49.00,77.99,,
18395,294314.60,5331151.30,314.04,182.31,-61.00,111.00,,
18399ARECON,293967.78,5331174.53,-501.67,2.31,76.72,42.48,No_Litho,
184,294546.19,5331151.23,175.48,192.49,0.00,13.74,,
1840,294626.93,5331266.78,-54.31,342.31,-4.03,152.09,No_Litho,
18402,294290.99,5331139.17,313.72,182.31,-45.00,50.99,,
18403,294288.13,5331116.07,314.66,182.31,-51.00,42.00,,
18404,294271.66,5331143.92,312.41,2.31,-40.00,82.99,,
18405,294272.44,5331102.31,314.81,182.31,-55.00,38.10,,
18406,294253.85,5331108.64,313.38,2.31,-49.00,69.00,,
18407,294253.36,5331118.12,313.57,182.31,-59.00,50.99,,
18408,294254.01,5331102.17,313.86,182.31,-55.00,41.75,,
18409,294235.39,5331116.07,314.34,2.31,-55.00,80.01,,
1841,294461.89,5331090.94,60.23,183.33,-39.05,45.72,,
18410,294235.39,5331116.07,314.34,182.31,-57.00,50.99,,
18411,295041.02,5331228.28,321.24,2.31,-84.00,60.01,,
18412,294332.79,5331148.43,312.21,182.31,-86.00,96.62,,
18413,294332.38,5331138.38,314.04,182.31,-73.00,116.73,,
18414,294332.15,5331119.75,314.63,182.31,-60.00,113.99,,
18415,294203.92,5331088.48,322.18,182.31,-69.00,41.14,,
18416,294203.94,5331088.97,322.18,182.31,-86.00,96.01,,
18417,294263.02,5331120.44,314.04,182.31,-81.00,44.50,,
18418,294263.01,5331120.14,314.04,182.31,-60.00,48.00,,
18419,294273.19,5331145.65,310.68,2.31,-51.00,96.01,,
1842,294510.28,5331092.24,60.07,183.01,-34.00,45.50,,
18420,294273.18,5331145.35,310.68,2.31,-79.00,86.98,,
18421,294369.89,5331159.28,313.03,182.31,-50.00,113.99,,
18422,294369.89,5331159.28,313.02,2.31,-70.00,48.00,,
18423,294342.82,5331168.80,312.33,2.31,-90.00,69.00,,
18424,294301.11,5331044.07,317.38,2.31,-62.00,122.98,,
18425,294305.17,5331142.19,314.68,182.31,-80.00,91.71,,
18426,294292.63,5331174.52,310.52,2.31,-75.00,84.00,,
18427,294269.76,5331171.78,310.30,2.31,-48.00,80.98,,
18428,294247.07,5331176.30,309.88,2.31,-49.00,77.99,,
18429,294247.05,5331175.84,309.88,2.31,-85.00,68.12,,
1843,294460.93,5331062.98,60.31,4.29,-58.47,38.10,,
18430,294224.11,5331176.62,309.95,182.31,-72.00,105.00,,
18431,294213.49,5331140.41,309.88,182.31,-78.00,69.00,,
18432,294310.94,5331063.75,317.01,2.31,-73.00,122.98,,
18433,294314.83,5331151.72,312.53,2.31,-82.00,42.00,,
18435,294200.60,5331159.51,309.89,182.31,-80.00,98.14,,
18436,294188.09,5331187.26,309.32,2.31,-45.00,44.98,,
18437,294187.10,5331159.78,310.01,182.31,-75.00,98.99,,
18438,294164.41,5331168.36,309.74,2.31,-90.00,86.98,,
18439,294164.39,5331167.75,309.74,182.31,-65.00,70.10,,
1844,294507.91,5331055.19,60.12,20.14,-35.20,45.11,,
18440,294164.44,5331168.97,309.74,2.31,-45.00,61.99,,
18441,294151.33,5331225.02,310.07,182.31,-65.00,57.60,,
18442,294145.24,5331149.92,309.40,2.31,-84.00,56.99,,
18443,294136.38,5331157.02,310.05,2.31,-45.00,71.99,,
18444,294080.60,5331210.83,308.85,182.31,-75.00,98.99,,
18445,294080.60,5331210.83,308.85,182.31,-45.00,69.00,,
18446,294027.71,5331187.74,310.67,182.31,-80.00,78.51,,
18447,294027.68,5331187.01,309.81,182.31,-48.00,63.00,,
18448,294005.47,5331204.96,309.76,182.31,-45.00,86.98,,
18449,294005.47,5331204.96,309.76,182.31,-68.00,90.00,,
1845,294674.63,5331191.84,-170.27,339.58,-3.80,77.11,,
18450,294003.92,5331161.34,311.05,2.31,-83.00,35.99,,
18451,293949.92,5331187.59,310.67,182.31,-73.00,77.99,,
18452,293955.23,5331199.70,310.10,182.31,-45.00,92.99,,
18453,294886.82,5332514.90,182.67,2.31,80.00,128.32,,
18454,294873.87,5331059.86,316.98,182.31,-84.00,134.99,,
18455,294074.14,5331164.35,310.91,2.31,-45.00,138.01,,
18456,294224.11,5331176.62,309.95,2.31,-66.00,56.99,,
18457,294286.31,5331014.62,319.29,2.31,-51.00,92.99,,
18458,294808.14,5331134.84,316.69,182.31,-73.00,65.98,,
18459,294807.82,5331126.74,316.63,182.31,-45.00,61.56,,
1846,294675.07,5331188.27,-170.23,180.91,-2.13,167.64,,
18460,294809.39,5331167.92,316.75,182.31,-62.00,138.01,,
18461,294810.99,5331203.70,315.93,182.31,-69.00,62.48,,
18462,294828.91,5331196.51,316.12,2.31,-90.00,110.64,,
18463,294888.20,5331190.81,316.90,2.31,-90.00,113.99,,
18464,294886.18,5331141.69,316.86,2.31,-80.00,113.99,,
18465,294885.70,5331126.12,316.87,182.31,-77.00,117.07,,
18466,294885.10,5331115.74,316.92,182.31,-65.00,90.00,,
18467,294904.08,5331129.59,316.93,182.31,-71.00,113.99,,
18468,294922.02,5331122.06,317.23,182.31,-76.00,111.00,,
18469,295033.72,5331053.30,325.09,182.31,-80.00,116.00,,
1847,294673.98,5331188.71,-170.23,214.44,-2.80,38.10,,
18470,294210.20,5331172.00,309.95,2.31,-63.00,56.99,,
18471,294210.18,5331171.69,309.95,2.31,-84.00,77.99,,
18472,294200.87,5331171.46,309.95,182.31,-60.00,71.99,,
18473,294199.64,5331137.34,310.82,182.31,-76.00,77.99,,
18474,294163.63,5331149.81,310.39,182.31,-56.00,111.00,,
18475,294027.70,5331213.09,309.44,182.31,-45.00,90.00,,
18476,293982.98,5331213.83,309.67,182.31,-45.00,92.99,,
18477,293980.60,5331152.00,311.90,2.31,-45.00,98.99,,
18478,294528.83,5331130.74,313.76,182.31,-46.00,60.01,,
18479,294598.75,5331050.91,315.39,2.31,-81.00,19.50,,
1848,294781.75,5331177.26,-170.10,177.31,0.00,30.93,,
18480,294612.81,5331053.82,316.41,2.31,-80.00,15.54,,
18481,294635.57,5331059.28,315.74,2.31,-45.00,39.01,,
18482,294600.75,5331102.57,315.12,182.31,-48.00,54.01,,
18483,294622.97,5331081.17,315.52,182.31,-45.00,29.99,,
18484,294546.77,5331017.75,315.49,2.31,-45.00,65.98,,
18485,294626.52,5331057.93,315.85,2.31,-76.00,31.39,,
18486,294525.60,5331040.39,310.36,2.31,-65.00,50.99,,
18487,294618.33,5331080.93,311.17,182.31,-75.00,50.99,,
18488,294245.69,5331142.22,311.17,2.31,-90.00,138.01,,
18489,294213.53,5331140.44,310.88,182.31,-82.00,124.51,,
1849,294740.21,5331102.31,-170.50,311.31,2.00,54.25,,
18490,294160.52,5331186.85,309.61,182.31,-59.00,168.00,,
18491,294612.16,5331038.60,315.67,182.31,-67.00,24.29,,
18492,294612.14,5331037.99,315.67,182.31,-45.00,22.86,,
18493,294309.54,5331252.48,314.65,182.31,-63.00,113.69,,
18494,294407.70,5331190.39,312.10,182.31,-57.00,107.99,,
18495,294341.94,5331146.23,313.69,182.31,-61.00,98.99,,
18496,294359.96,5331140.01,313.69,2.31,-75.00,183.00,,
18497,294389.65,5331200.40,311.51,182.31,-74.00,147.00,,
18498,294295.74,5331261.88,308.71,182.31,-70.00,122.68,,
18499,294413.01,5331208.63,311.31,182.31,-73.00,153.00,,
185,294561.69,5331154.88,175.15,182.88,0.00,36.88,,
1850,294657.02,5331225.84,-93.68,9.16,-4.50,53.03,,
18500,294470.66,5331274.97,309.58,182.31,-70.00,189.00,,
18501,294468.63,5331224.72,306.48,182.31,-60.00,75.01,,
18502,294464.89,5331131.49,314.10,182.31,-57.00,111.00,,
18503,294498.24,5331167.05,313.58,2.31,-45.00,106.68,,
18504,294499.25,5331188.98,312.43,2.31,-45.00,122.01,,
18505,295241.44,5331101.85,319.41,2.31,-45.00,39.92,,
18506,295241.44,5331101.85,319.41,2.31,-72.00,60.96,,
18507,295241.00,5331090.88,317.68,182.31,-82.00,61.26,,
18508,295259.38,5331092.03,317.39,2.31,-45.00,79.64,,
18509,295222.75,5331090.61,318.58,2.31,-45.00,76.50,,
1851,294638.36,5331225.75,-93.65,360.31,-5.40,46.48,No_Litho,
18510,294671.57,5331265.86,314.30,182.31,-76.00,190.75,,
18511,294666.62,5331113.54,314.30,182.31,-61.00,190.50,,
18512,294703.48,5331263.08,314.34,182.31,-77.00,189.00,,
18513,294702.95,5331249.95,314.94,182.31,-68.00,137.16,,
18514,294700.65,5331193.00,315.99,182.31,-78.00,75.01,,
18515,294700.19,5331181.76,317.69,182.31,-52.00,86.98,,
18516,294744.94,5331269.88,311.26,2.31,-52.00,119.17,,
18517,294743.53,5331234.89,316.02,182.31,-82.00,143.25,,
18518,294739.55,5331212.05,316.72,182.31,-84.00,60.96,,
18519,294741.43,5331183.14,316.38,182.31,-52.00,126.21,,
1852,294332.69,5331195.69,-14.95,181.91,-0.60,106.22,,
18520,294779.01,5331207.92,315.03,2.31,-90.00,137.16,,
18521,294777.33,5331166.41,316.04,2.31,-86.00,128.13,,
18522,294776.68,5331149.69,316.68,182.31,-57.00,167.64,,
18523,294834.11,5331211.09,316.02,182.31,-80.00,100.58,,
18524,294830.98,5331133.76,316.63,2.31,-65.00,200.98,,
18525,294830.77,5331130.72,316.67,2.31,-76.00,197.99,,
18526,294635.48,5331166.99,313.88,2.31,-45.00,54.80,,
18526A,294635.39,5331164.86,313.88,2.31,-45.00,122.01,,
18528,294634.90,5331151.15,315.04,182.31,-67.00,200.98,,
18529,294608.14,5331281.49,310.56,182.31,-45.00,140.20,,
1853,294332.83,5331200.05,-15.08,361.76,-5.27,180.44,,
18530,294603.37,5331163.72,314.03,2.31,-67.00,195.01,,
18531,294603.37,5331163.72,314.03,2.31,-84.00,96.01,,
18532,294603.37,5331163.72,314.03,182.31,-63.00,88.45,,
18533,294575.91,5331276.69,310.28,182.31,-62.00,185.98,,
18534,294576.16,5331282.78,310.28,182.31,-40.00,146.60,,
18536,294562.84,5331179.69,313.18,2.31,-90.00,42.67,,
18537,294562.84,5331179.69,313.18,182.31,-45.00,73.15,,
18539,295398.78,5331368.56,323.80,2.31,-50.00,109.72,,
1854,294525.91,5331088.02,251.86,6.33,29.82,37.79,,
18540,295454.28,5331385.53,323.52,2.31,-45.00,100.58,,
18545,294617.14,5331166.21,314.15,2.31,-57.00,103.63,,
18546,294617.13,5331165.91,314.15,2.31,-71.00,238.96,,
18547,294617.12,5331165.60,314.15,2.31,-86.00,94.48,,
18548,294639.82,5331159.80,314.21,2.31,-84.00,60.96,,
18549,294674.63,5331229.23,314.94,182.31,-74.00,110.00,,
1855,294525.94,5331087.97,252.41,8.11,47.88,37.64,,
18550,294672.44,5331175.05,315.63,182.31,-70.00,63.00,,
18551,294687.83,5331215.51,314.90,182.31,-70.00,80.98,,
18552,294755.40,5331188.41,317.68,182.31,-64.00,68.58,,
18558,294946.03,5331037.75,319.26,2.31,-45.00,251.30,,
1856,294518.54,5331087.37,251.98,349.69,29.00,37.49,,
1857,294518.64,5331087.13,252.35,353.91,48.00,37.79,,
18571,295042.28,5331040.14,322.14,2.31,-82.00,183.00,,
18574,294764.91,5331322.03,-998.57,2.45,65.00,23.77,,
18575,294765.24,5331320.74,-1001.25,180.44,-55.00,21.54,,
18576,294806.70,5331341.75,-998.57,354.49,70.00,22.86,,
18577,294806.81,5331338.61,-998.66,2.31,70.00,23.77,,
18578,294806.64,5331336.23,-998.64,360.80,70.00,22.25,,
18579,294806.72,5331338.61,-1001.38,182.49,-45.00,25.90,,
1858,294683.24,5331075.52,211.33,2.31,-90.00,29.87,,
18580,294806.66,5331336.39,-1001.47,182.31,-45.00,22.86,,
18581,294745.42,5331304.39,-1019.95,179.76,-53.00,38.10,,
18582,294759.33,5331304.81,-1020.00,183.11,-56.00,37.79,,
18583,294798.26,5331309.40,-1019.88,184.59,-51.00,39.31,,
18584,294829.36,5331103.39,-1322.03,176.17,45.00,13.41,,
18585,294820.07,5331101.41,-1322.63,180.48,30.00,19.20,,
18586,294821.27,5331102.23,-1321.65,182.31,78.00,16.15,,
18587,294838.75,5331104.19,-1323.15,173.31,0.00,21.33,,
18588,294838.71,5331104.35,-1322.07,171.35,45.00,13.71,,
18589,294840.19,5331119.41,-1321.91,164.51,45.00,21.33,,
1859,294683.24,5331075.52,213.67,2.31,90.00,33.89,,
18590,294712.48,5331147.68,316.31,179.31,-46.00,158.34,,
18591,294730.66,5331143.92,316.60,2.31,-78.00,106.68,,
18592,294726.81,5331044.94,316.99,182.31,-78.00,191.99,,
18593,294726.44,5331038.85,316.94,182.31,-58.00,201.16,,
18594,294726.44,5331038.85,316.94,179.31,-40.00,140.20,,
18595,294079.64,5331224.26,309.04,182.31,-70.00,152.40,,
18596,294078.51,5331196.12,309.35,182.31,-78.00,94.79,,
18597,294077.97,5331183.75,309.82,182.31,-76.00,46.02,,
18598,294077.70,5331177.02,310.12,182.31,-72.00,143.56,,
18599,294077.70,5331177.02,310.12,182.31,-45.00,175.99,,
186,294611.60,5331216.84,174.21,183.41,-46.30,52.54,,
1860,294670.77,5331065.74,211.42,2.31,-90.00,33.61,,
18600,294071.40,5331130.63,310.38,2.31,-85.00,149.35,,
18601,294071.40,5331130.63,310.38,182.31,-80.00,140.66,,
18602,294071.40,5331130.63,310.38,182.31,-45.00,106.68,,
18603,294856.34,5331121.38,-1321.54,2.31,83.00,21.03,,
